,text,label_name,label
3212,عااالی خیلی خوب هست من بسیار راضی هستم,HAPPY,2
3912,کرونا که ریشهکن شد باید حداقل یک ماه هم کار و تحصیل رو تعطیلکنن که ما خستگی این مدت از تنمون خارج شه,SURPRISE,5
5558,مرا عهدی است با شادی ، که شادی آن من باشد NiazNawab,HAPPY,2
1458,امروز به دستم رسید از خریدم راضیام,HAPPY,2
6701,حسین اقابده زشته بدآموزی داره,ANGRY,0
7897,بهانهست که به چه زبونیبگه نمیخواد,ANGRY,0
2776,در کل نسبت به هزینهای که میکنید خوبه,HAPPY,2
396,طعم خوشمزه خصوص باتیتابمیچسبه,HAPPY,2
222,کیفیت فوقالعاده پایین اصلا پیشنهاد نمیکنم,ANGRY,0
5536,از عجیبترین چیزهایی که تو خارجه دیدم این کار داوطلبانه ستسالشه تو تعطیلات دانشگاهه ، میتونه بره ولوشه برای خودش کیف کنه اما هرساعت شبانه روز که ازش بخوام میاد برای بچه م کتاب میخونه یا باخودم هلندی حرفمیزنه وقتی هم بهش میگمدستتدردنکنههربارمیگه ازم تشکر نکن خودم لذت میبرم,SURPRISE,5
4633,میدونستید که با انتشار محتوای ناراحتکننده ، به حال خوب دیگران تجاوزمیکنید ؟,SAD,4
3961,دکترمحمدعلی طاهری بعد از میلههای زندان اکنون ، در به ظاهر آزادی ، پشت درهای بسته در حصار تهدید ، فشار و تهدید و تحریم بوده و به طور کاملا غیرقانونی ممنوعالخروج است Taheri _ Movement,SURPRISE,5
1620,ثبت یک روز دیگر بدون فوتی کرونا در ایران بدون برجام ، بدون FATF ، بدون التماس به کدخدا,HAPPY,2
7673,عجیییییب,SURPRISE,5
5966,دیشب سر یه فیلم مسخره ، از خندهداشتم زمینوگاز میگرفتماینجور اتفاقات اگه براتون پیشاومد ، دو حالت داره یا از شدت فکر و خیال ، رد دادید یا مدتهاست نخندیدید,HAPPY,2
7405,واقعا از این کار بدم میاد این چه کاریه آخه زیاد پیش میاد آخه,HATE,3
2607,پارچهرویه زود پارهشد بهتون پیشنهاد نمیکنم,ANGRY,0
796,بخریدپشیمونمیشید کیفیت بسیار پایین صدا,ANGRY,0
6457,حالا شجریان که میرهخونه پسرش ناهار زرشک پلو دعوت باشهمیتونهبگهادمنمیدونهمرغ سحر بخونه یا مرغ سحر بخوره و همهباجناقاش خندهکنن,HAPPY,2
6880,واسه شما جکهواسه ما خاطره س ولی خدایی خنده و عصبانیتمقاطی شده بود میخواستمبهشبگمنکشیمون سلطان بورس,ANGRY,0
3114,شرکتنودیسپرداز بینهایت سرعت عملش کنده,ANGRY,0
2228,هنوز بدستم نرسیده امیدوارم خوب باشه,FEAR,1
7629,دارم صفحه خلاصهی درس مزخرف تنظیم خانوادهمینویسم بخاطر یه استاد عقدهای,ANGRY,0
357,حالا نگرانم اگه زلزله بیاد مابمیریمگربمزنده بمونهتنهایی چجوری غذا پیدا کنه ؟,FEAR,1
6688,از عمق دلم سوختم اون وقت من یه دوست دختر ساده ندارم بعضیوقتا ببوسمش,SAD,4
752,مجید _ کاظمی به امید آزادیش مهسا _ امینی,SAD,4
1331,لثه من رو یه خاطر تیزی برسش اذیت میکنه,ANGRY,0
1204,جواهرات ملی ایران که تا پیش از کرونا ، برای مردم در موزه قابل بازدید بود اکنون کجاست ؟,ANGRY,0
4705,اون دو نفری که منتظر بودم تولدموتبریک بگن نگفتن,SAD,4
3790,به چه گناهی رژیم ادمکشجمهوری اسلامی اختلاس میکند چپاولوغارتوکشتاروبخاطرایدئولوژی تروریستی خود منابع وثروت ایرانیان راخرج تروریستها در منطقهوجهان میکند برای ما فقر و نیستیوتنگدستیواگر اعتراضکنی توراشکنجهواعداممیکنند جاوید شاه لغو _ فوری _ اعدام,SAD,4
2470,میترسمبگم فککننکافرم فقط یه عالم بزرگی میگفت ، هر دورهای امام زمان خودشو داره,FEAR,1
6108,ارتباطش به دولت روحانی رو از کجادرآوردی ؟ از سال در تمام دولتها رستورانهای لوکس و گرانقیمت وجود داشته زشتترین و سطحیترین کار اینه که فیلم غذای گرانقیمت و نشر بدی که نفرآدمندارببینن و تو دلشون کسی و لعنت کنند که شما به هدفتبرسی مردم و چی فرض کردینشماها ؟,ANGRY,0
6183,تباه یعنی این که به جای فکر کردن به تعطیلات آخر هفته و لذت بردن ازش ، دارم به شنبهی بعد تعطیلات فکر میکنم و غصه میخورم,SAD,4
689,نه ، دردناک اینه که کسی دوست نداشته باشه واقعی,SAD,4
1002,امروز ب دستم رسید منکه خیلی راضی ام,HAPPY,2
6090,اوناآدمایی تو زندگی داشتن که ارزش داشت بخاطرشونجوون بدی الان من بخاطرکیجوونبدم ؟؟ همهآدمایاطرافموندروغگو و بدچشم و حسود و عوضی و,ANGRY,0
651,ماندگاری دقیقا در حد ساعت و پخش بو هم ندارد,ANGRY,0
6666,منم همین مشکل رو دارم و نه عینکمیزنم نه جرات دارم عمل کنم از لنز هممیترسم همههم میزارن پای بیادبیم ولی واقعا نمیتونم صورتها رو تشخیص بدم یه روش جدید پیدا کردم از مدل راه رفتنادمامیشناسمونجواب میده در بیشتر مواقع,FEAR,1
7083,همهمیگن ترسناک نیست پساونیکمیترسید فقط من بودم,FEAR,1
98,یه اتاق فرار رفته بودیم بیناموسا انگار واقعا جن استخدام کرده بودن,FEAR,1
3250,تو پیسنهاد شگفتانگیز خریدم خیلی تیز و باکیفیته,HAPPY,2
7146,همیشه ب شادی و گردش,HAPPY,2
536,بعد ازتزریق سهدوز از بهترین واکسنهای دنیا امروز نفر درالمانبدلیل کرونا فوت کردند,FEAR,1
5592,من هرصفحه از این کتاب رو که میخونمزیباترمیشم عجب چیزیه,HAPPY,2
963,مامانم چرا باید برای سال نو میلادی پست بذارهتو اینستاگرم ؟ من کلمو کجا بکوبم ؟,ANGRY,0
6074,کنار همان درخت عناب است و برگهایش صدر است,HAPPY,2
6160,نوتیفیکیشن امروز امروز نرمافزار شیریت نوشته مسلمان یعنی دزد ، دزدی زن مسلمان از طلافروشی بدجوررر ناراحت شدم صهیونیستهای حرامزاده,ANGRY,0
7112,برام عجیب بود تو کامنتها کسی به سکولاریسم که الان تو مملکتخودمونباهاشدرگیریم اشاره نکرده,SURPRISE,5
8101,سلام ، نمیشه این رو جایی گزارش کرد ؟ این وحوشت و بیشرمیرو باید بشه پیگیری کرد جناب معمار اعصابمونرو حسابی بهمریختید,ANGRY,0
4151,نیچه چنین میگوید که افسردگی به انسان فرصتاندیشیدن نمیدهد بنابراین برای نادان نگهداشتن انسان ؛ باید به هر روش ممکن اندوهگینش عجب حکایت آشنایی,SAD,4
6031,اما انقدمسخرستکه اینم بعد یمدت صدا درست نمیره باید خاموش و روشن کنی تا درست شهدوبارهبرمگردوندنوسرجمعسالو ماه زندانی بودم نمیدونستم چقدر ممکنه اونجانگرم دارن چون بهم گفته بودن بابات به ما سفارش کردهاونقدربزنیمت تا بمیری ، همیننتونستنبکشنم ، میخواستن ولی نشد دومین باری که از زندان اومدم بیرون مسلما از همه متنفر بودم و نمیتونستم به هیچکس اعتماد کنم,HATE,3
6949,حالا ایتالیا بهتره شهر ری عه ؟ حتی شعور ماسک زدن و نلولیدن تو هموندارن ، مثگاوم که حملهمیکننفروشگاهارو خالیمیکنن ، هم دیگرم واسه یه بسته ماکارونی کتک میزنن خدا قوت دلاور,HATE,3
653,نصر من الله و فتح قریب اعتراضات _ سراسری _ تلاویو,HAPPY,2
6835,ترماول یه شهردوووروغریبتک و تنها زمستون بود خوردم به تاریکی شبرسیدم از اتوبوس پیاده شدم و هیچچچچ تاکسی نبود هیچچی نبود گوشی لنتی خاموش شد نزدیککیلومترتوو تاریکی ترسناک با یهچمدونخودمورسوندمخابگاه هروقتیادممیفته,FEAR,1
7206,منممیترسمازشون البته چون خیلیکاردارمهمش و باعث میشن از کار و زندگی بیوفتم,FEAR,1
7511,این مالخودمههرکیم از این به بعد زربزنه بلاک,ANGRY,0
4314,بشار اسد چقدر مسخره میخندهحال ادم رو بهممیزنه با این خندهی مسخرش,HATE,3
2440,حالا اگه الان واقعا زلزله بیاد چی ؟,FEAR,1
3354,نزاریدجو تایملاین عوض بشه فراخوان رو پخش کنید و هشتگبزنید مهسا _ امینی IRGCtrrorists,FEAR,1
6663,گربه دستش به گوشت نمیرسه,ANGRY,0
7497,خدا رو شکر پیدا شد,HAPPY,2
4419,تنها مدارا میکنم ؛ دنیا عجب جایی شده,SAD,4
2702,امروز حواس شهر پرت برف است اما حواس من هنوز مهسا _ امینی,SAD,4
487,خیلی شیکه مثله چراغهای فابریکه,HAPPY,2
8127,قیمتشوداریا,HAPPY,2
8171,فردی باهوشم من تمام,HAPPY,2
3501,هشت ساعت تو سرمای مطلق بودیم تا مغز استخونم یخزد ولی خوشگذشت,HAPPY,2
4996,چه سخت که فرزند سالهات را ناجوانمردانه به تیر کین ازت بگیرند اونهایی که با حمایت خارجی و دست یازیدن به صفیر وحشتناک گلوله و خشونتمیخواهند سوغات آزادی و دموکراسی برای ما بیاورند ، ارزانیخودشون زهی خیال خام اهواز,SAD,4
3753,شب همگی بخیر جز اون پدرسگی که شلیک کرد ، اون سگی که دستور شلیک داد و اون بیشرفیکه مسبب همهی این مصیبتهای آتش به اختیاری بود و آخرش نگفت چرا زدن,SAD,4
3887,این دیو زشت چهره که در مجمع ملل خواهان مهرورزی و عشق و محبت است مردی است کینهتوز و تبهکار و دل سیاه کاو را نشانهای نه,ANGRY,0
1278,ابریترین هوای منی و خودت نمیدانی وقتی به تو فکر میکنم چقدر باران میبارد فرشته _ رضایی,SAD,4
637,دلم برای تایملاینیکه همشدرموردانقلابمون بود تنگ شده مهسا _ امینی,SAD,4
817,دقیقا همون چیزی که میخواستم بود از هر نظر عالی ،,HAPPY,2
5303,نمیدونمکدوم بیشتر بهمچسبید ؛ تولد عالی سیاوش یا مهمونای عزیز یک نصفشبم و مستی فوقالعادشفقط میدونم تا یه هفتهشارژ شارژم,HAPPY,2
4680,کجا به خندهمیرسیم ؟,SAD,4
2589,وای من عاشقسرف و برما هستم گاز رو قطع کنید لطفا,HAPPY,2
6769,چن روز پیش رفتم شرکت یکی از دوستان که تازهجابجای داشتن به یه ساختمان قدیمی منتقل شده بودن بمحض ورود با یه سوسک بالدار روبرو شدم ناخودآگاه جیغزدم منشیایشونیه خانم جون بود ، گفت نترس من اینجام ، پ ن نابود شدم ، نابود جدی,FEAR,1
3483,خانومای محترم اگکوفتهپختیدتوشمرزهکوهیبزنینازطعمشنگم اصلا اللهالله مرزه _ کوهی,HAPPY,2
6008,این چند روز انقدر این بیت شعر رو شنیدم که تومغزمهمشمیچرخه خرم آن روز کز این منزل ویران بروم راحتجان طلبم و از پی جانان بروم حافظ بیشتر از همه چیز میترسم که بره و من بمونم و حسرتش,FEAR,1
4576,سلام خواهشمیکنمآگه کسی در توانشه بهم کمک کنه من نمیتونم علت نیارمندیمو اینجا بنویسم چون فقر فقر خدا لعنت کنه این نظامو که فقط باعث بدبختیشده بخداتنها راهنجاتم دست به دامان شدن تو مجازی التماسمیکنمآگه کسی میتونهبیاددایرکت تا شماره کارت بدم ترو امام حسین اگه میتونید ازپیاممنگذرید,SAD,4
6571,من خودم که در این زمینهداغونمینی از کسی خوشم بیاد یه جوری رفتار میکنم طرف فکر میکنهازشمتنفرررمممواینکه خلاصه هیچ سر رشتهای در زمینه نخ دادن ندارم,SAD,4
5458,امثال مهدی خلجی و نیما راشدان از جمله دروغگوترین و خطرناکترین دشمنان ملت ایران هستند ببینین در سمیناری که در سال در مدرسه مانک در تورنتو که بعنوان کارشناس شرکت کردند چه میگویند علیالفونه ، نازنین افشین جم و اکبر عطری نیز از سخنرانان بودند لعنت,ANGRY,0
4220,شباهت زیاد جرارد و کریم باقری عجیبه,SURPRISE,5
1358,ندارد خواب چشم عاشق دیوانه در شبها صائب _ تبریزی,SAD,4
5783,در واقع ، هیچکس از گفتن دوست دارم به کسی که بهش علاقهداره ؛ ترسی نداره ؛ ترس دقیقا واسه بعد از گفتنش هست ؛ ترس از سرد شدن طرف مقابل ؛ و یا شاید بیتفاوتی ؛ در واقع ترس از واکنش طرف مقابل ؛ مگه آدم یه نفر روچندبارمیتونه از دست بده,FEAR,1
3411,یکی از بهترین شامپوهای روزانه که استفاده کردم,HAPPY,2
7447,عههژلوفنتویی ؟,SURPRISE,5
6814,وایییی حمیددددددبگوببینم دقیقا این اتفاق کی افتاد ؟ اخههمسایهبقلیمام همچین اتفاقی افتاد نکنه همسایهایم ببینم تو کدوم حمیدی ؟ حمید سمت چپی یا بالای,SURPRISE,5
444,ما شوخی نداریم جدا کردن یه وجب از خاک ایران با حمله صدام فرقی نداره فدرالیسمبحثش جداست,ANGRY,0
7906,کوله به دوش از شرکت زدم بیرون اومدم ترمینال غرب سوار شم واسه رشت فکر میکنیدچند ؟ هفتااااادهزارتومن انگار از خواب اصحاب کهف بیدار شدم,SURPRISE,5
5223,این محصول قبل تخفیف هم بود حالا زدید قیمت قبل قیمت شگفتانگیز ؟,SURPRISE,5
5946,ساده بگویم می _ آییم _ چون دوستت دارم حضرت دلبر راهپیمایی _ _ بهمن,HAPPY,2
8102,خدایی منم همین فکر رو دارم کاری به سر ملت آوردن که آخر آرزوش مرگ شده,SAD,4
5915,عجب من چهار ساله دارم سعی میکنممنو بشناسن اما بازمفرداش فراموشمیشم و کارت میخوان دیگه برام عادی شده,SURPRISE,5
4884,این کالا رو پیشنهاد نمیکنمشرکت متخصص داخلی آوردهکه بچههارو معاینهکنه ، برم بهش بگم سر فلان چیز اعصابمخورده و یچی بده بیخیال شم,ANGRY,0
6736,چه وحشتناک,FEAR,1
6272,اینجا محرومیت نیاز به شناسایی ندارد ، خودش دارد دادمیزندمسئولان همیشه فقط دریای _ زیبای _ چابهار را دیدهاند کمب _ را _ دریابید چابهار,SAD,4
907,تمام صفحه رو پوشش نمیده و خوب نیست,ANGRY,0
7523,وااایدقیقااااا البته منم همینفکرومیکنم از بس همهچی دروغه,SAD,4
4900,یارو داشت با موبایل صحبتمیکردیهو داد زد بابابزرگشدم و دوباره ادامه صحبت شد بعد از تموم شدن حرفش همه بهش تبریک گفتن و پرسیدن حالا دختره یا پسر ؟؟ با یک حالت غضبناک و ناراحت صداش دو رگه کرد گفت خب معلومه پسره دیگه میخوام بگم ما درست شدنی نیستیم,SAD,4
4206,دختر بندری تو سرتکن روسریتووووو با اونچشاینااااازتدلمامیبری تو رو بند بندازروصورتتصورتتهنبینن گل منی میترسم گلمنه بچینن بیاااااادستابندریبااااااالا,HAPPY,2
2826,جنس خوب و محکمی داره ، ساده و شیک هست,HAPPY,2
1718,خدایا سر سرمای زمستون زلزلهدیگهچیهههه,FEAR,1
4186,برعکس تصورات موجود مهمترین انگیزهیجهادگران امنیتی پس از انگیزهیاعتقادی ، آن خندههاو لبخندهایی است که هنگام گذر از خیابان بر چهرههایعابرانمیبینند لذتجهادگری امنیتی به اکتشاف است,HAPPY,2
4459,اقایخمارلو چ عجب یه حرکت خوب از شما دیدیم,SURPRISE,5
8265,نور چشمان منید,HAPPY,2
7385,ترسناکه فقط چشم و ابرو مشکی,FEAR,1
3143,اگر سپاهی تویی به عشق تو من هم یک سپاهیام جانفدا پایتخت _ بصیرت,HAPPY,2
1765,ده سال هست دارم آخ نگفته عالی هست,HAPPY,2
1836,عاشقی را چه نیاز است به توجیه و دلیل که تو ای عشق همان پرسشبیزیرایی,SAD,4
5500,عبداللهی سرپرست استقلال گفته علت برخورد قائدی با شفراینه که شهرستانیهفرهنگش فرق میکنه ، سادست واژه عبدل آبادی وارد فوتبال شد ، تبریک میگم,SAD,4
6502,یهرفیقی داریم خدای بدشانسی و البته به شدت ترسو چند وقت پیش خفتشکردم به زورسوار متروشکنم با کلی تهدید ایستگاه طالقانی سوار شد بدشانسی مترو حدود یک ربع تو تونل ایستاد و رفیق ما از ترس حالش بده شد و ایستگاه مفتح اورژانس اومد بردش نتیجه با آدمایترسو و بدشانس رفاقت نکنید,FEAR,1
688,بسیار خوب خنکمیکنه طراحی زیبایی هم داره,HAPPY,2
311,دلم دست نوازش و مهر و عشق میخواد,SAD,4
3093,من دوساله خریدم عالی بود عالی ، مرسیدیجی کالا,HAPPY,2
5566,تازه از ترس آبرو کسی گزارش نمیکنه اصلا آمار تجاوز هم مثل سایر آمارها در ایران قابل اعتماد نیست,FEAR,1
4495,جامعه از حکمرانان خود عدالت _ عملی میخواهد ، نه امیدهای واهی آستانه عصبی مردم مرزی دارد که اکثر مسئولان از آن غافلند و این ، فاجعه بار است,ANGRY,0
5089,اره مسیح عزیزم ایران این یعنی فرار یعنی ترس,FEAR,1
2664,مگه شروع نشد ؟ چرا اتوبوسهای هامبورگ تولد تبریکمیگن ؟,HAPPY,2
8297,متاسفانه از محیطی که کنترلی روش ندارم میترسمو دندونپزشکی هم مثل آرایشگاهمیمونه برام و نمیرم,FEAR,1
4216,پارسالم تقریبا همین موقعها بود که زلزلهاومد عجب وضعی شده بود خیابونا,SURPRISE,5
6298,دست تو زخمی ، دست من پینهتو داسخشمی ، من پتک کینه بازو به بازو ، در فصل پیکار با خشم و کینه ، با پرچم کار باید دوباره برزگر شد باید دوباره کارگر شد باید درو کرد ، باید که کوبید باید دوباره از ریشهروئید FreeEsmailBakhshi FreeSepidehGholian,ANGRY,0
5242,من حرفامرو گفتم حس و حال فعالیت هم دیگه ندارم ممنون رفیق محمدبنسعد هم در طبقات الکبری سرنوشت ابنملجم را اینگونه نوشته هر دو دست پای ابنملجم را بریدن ولی فریاد نزد سپس زبانش رو بریدن و میلهداغ در چشمش فرو کردن و در آخر سوزاندنش عجب اراده قوی داشتهابنملجم,SURPRISE,5
8422,ممنونم شما لطف دارین,HAPPY,2
4798,بازیdancingline برای موبایل یکی از بهترین بازیهاییهکه تاحالادیدم موزیک بسیار عالی و هماهنگ با بازی این قدر موزیکشهماهنگه که اگه حرفهای بشین ، میتونین فقط از رو موزیک و چشم بسته بازی کنین,HAPPY,2
5432,پزشک ترامپمیگویدریسجمهوری ژن خیلی خوب دارد ، برای همین علیرغماینکه ورزشنمیکند از وضعیت جسمی بسیار عالی برخوردار است ژن _ خوب,HAPPY,2
2747,تربت جام صف نفت سفید در پنجمین روز قطعی گاز هرچیبگیمتفسربالاس تربت _ جام,ANGRY,0
3116,تو تنها پناه من تو این دنیا بودی ، همیشه دوست دارم,SAD,4
4543,اوهاوه انبیسیعجب آشی پخته برای منافقین ملعون اولین تصاویر از پایگاه نظامی جدید آنها در آلبانی افشاگری شکنجه و کشتار اعضا توسط عناصر جدا شده پول آنها از کشورهای عربی خلیجفارس میآید به بولتون و جولیانی و رفقای نزدیک ترامپ هم رشوهدادهاند,SURPRISE,5
4784,ولی صفر نمیزنه که مشکلی نیست,HAPPY,2
1324,دور بینشبینظیر بازی سنگینباز میکنه,HAPPY,2
1095,من اینو کادو گرفتم و خیلی ازش راضیم,HAPPY,2
7805,منمچرااواقعاااا ؟؟,SURPRISE,5
5260,امروز صبح رفتم یه پارک پرورش دایناسور اطراف شهریار که ببینم نیمرو با تخم _ مرغ _ دایناسورچجوریه اولش با نگاههای سرشار از تعجب و جاج از سوی کارمندهایاونجا مواجه شدم ولی در ادامه به این نتیجه رسیدن که درسته که درخواست من عجیبه ، ولی برا اونا فرقی نمیکنهدایناسور بفروشن با نیمرو,SURPRISE,5
6976,انشالله که خیره و اونیکهازش میترسم نیست ولی انگار عزیزم کرونا گرفته و علایمشرو داره کمک لازم دارم تابدونمچجوریمراقبش باشم و چون هیچینمیدونم از تغذیهکرونایی و کارهای لازمش کمک میخوام,SAD,4
3039,چه شعار زیبایی امروز در فرانسه سر دادهاند رهبر ما پهلویه جهان وطن اجنبیه,HAPPY,2
8302,منم بدم میاد,HATE,3
8249,خیلی ترسناکه قبول دارم شعارخودبزرگبینیدیگراترو فرض کردن,FEAR,1
2817,منجدیانقدر امشب سر قتل در کاخ خندیدم هنوز لپامدرد میکنه,HAPPY,2
1701,تو پیشنهاد ویژه خریدم عالیه ممنون از دیجیو میو,HAPPY,2
770,داعشیداعشزاده همه رو شبیه خودش میبینه,ANGRY,0
8008,ترسیدم گفتم نکنه روزگار فشاربیارهو اونوقت قلم خوب و توییت کاراکتری دلار و بالای کاراکتر بیست دلار,FEAR,1
157,هورمون خان با این قدش جام جهانیمیبرهاونوقتما اومدیم تو صحرا فوتبال بازیمیکنیم,ANGRY,0
5623,گاهی عجب اسبیمیشما فحش میدم بدون دلیل عصبی هستم بدون دلیل افسرده بدون دلیل شنگول بدون دلیل فراخ بدون دلیل عجب اسب بدون دلیلی میشم,SAD,4
1251,موبایل من الان آلارم زلزله داد پشمامریخت,FEAR,1
7505,انقد به حرفم اعتقاد دارم که مو به مو شو یادم باشه تو پین کن هر روز ببینیشواسه قسمت برگشتن فوجفوججوونا از دین جواب نداشتی و ندارین ، زدی تو خاکی سگ و توله و تپه ومموتی بلبلیبزنمث,ANGRY,0
4288,خیلی زوره تا سه هفتهمچبندببندمعملاهیچکارینمیتونم انجام بدم,SAD,4
5322,اوایل ناراحتمیشدم از اعدامها از گرانیها ازبگیروببندها از مرگ به این و اون گفتنها از دیکتاتوری از زنستیزی از کار کودکان از بیکاریبعدازانتخابات و شمار زیاد رایدهندهها ، اینمسائلعصبانیممیکرد ولی الان فقط خستم خیلی خسته فکر میکنم تو سالگی خسته شدن خیلی زود خیلی ظلم,SAD,4
6228,میدونی فرق بین درد و رنج چیه ؟ چه فرقی میکنه ؟ وقتی دوتاشون بدهستن وقتاییکه باهات حرفمیزنم و حواست پیش یکی دیگه س ، وقتایی که هرکاری میکنم ولی به چشمت نمیاد ، این میشه رنج خب درد چیهاونوقت ؟؟ که با این حال باز دوستت دارم,SAD,4
1201,ارزش خرید رو نداره حتی در شگفتانگیز خیلی کرانه,ANGRY,0
6607,به منم میگفتن باز هی زبونمیزدم ولی الان دندونامازبقیه مرتب تره,HAPPY,2
6050,متولد هستی ، دوتا دکتراداری ؟؟، هیئت علمی علامه هم هستی باباتمسفیره آفرین هنوز نمیفهمیفحشکدار جلوی من نباید بگی تباه,ANGRY,0
3416,نسبت به قیمتش همطولشمناسبه همسیم مقاومی داره,HAPPY,2
5873,شادی روح شهید صلواتی هدیهکنید به امید گوشهچشمی شهید _ احمد _ کاظمی شب _ زیارتی,SAD,4
3494,بذاریدبگمخستهم انقدری که دوست ندارم زنده باشم و گاهی به خودم میگمکاش صبح بیدار نشم,SAD,4
3277,برای کادو دادن و استفاده فوق العادس,HAPPY,2
5926,طنزخبرروز اعتراف به شکستفیلترینگ و ترس از فضای مجازی,FEAR,1
6665,یه تفکر عجیبی که زیاد بیندخترامیشنوماینه پسره که در هر صورت خیانت میکنه ، پس منم خیانت کنم که وقتی فهمیدم حداقل دلمنسوزه خب با همین افکار رابطههای اطرافموناینقدر ناپایداره,SURPRISE,5
8077,من ازتمتنفرم دیبیکلاه قرمزی,HATE,3
1638,این حجم از برنامههای جذاب شبکههایآلمانوبرنمیتابم,HAPPY,2
4357,نشد من یه بار ناراحتبخوابم فرداشسرمانخورم گلو درد بدجور,SAD,4
2173,خیلی خوبه پیشنهاد میکنم حتما بخرینهمچیش عالیه,HAPPY,2
6464,تو این اوضاع فقط برد تیم ملی میتونه دلها رو شاد و یکم حواسها رو پرتکنه ایشالاکه میبریم,HAPPY,2
3558,فوقالعاده عالی هم رنگ هم ماندگاری و هم لطافتش,HAPPY,2
1263,امسال زمستون فقط گاز نداریم ولی نگران نباشید ، سال بعد گاز و برق و بنزین هم نداریم,FEAR,1
7487,هیچ وقت فکر نمیکردمی روزی بیاد ک باشگاهرفتنو پیاده روی رفتن برام ممنوع باشه این کروناواقعنچکوفتی بود افتاد ب جونمون,ANGRY,0
5525,عجب روز تخمیای,ANGRY,0
3383,اوکی نیاز به دوست داشته شدن دارم زنگ بزنم مامانم بی مصرفهای بیشعور,ANGRY,0
7668,میترسن مردم,FEAR,1
1484,چرا جدیدا با هرکیدوست میشم تهران نیست,ANGRY,0
4494,دیروز صبح با یه کابوس از خواب پریدم ایران دقیقه نود و یک گلخورد و باخت اعصابمریخت به هم اما تو واقعیت تاخوردیم تیم _ ملی ایران _ ژاپن,ANGRY,0
7915,لوسیون چی خارج کشور آقایون همه لوسیون پوست برای جلوگیری از خشکی پوست بعد از حموم استفاده میکنند حتی تو تلویزیون تبلیغ میشهموردش چیه ؟,SURPRISE,5
3526,از نظر من مثل همیشه عالیه از هرلحاظ,HAPPY,2
478,کاشگندهگوز منطقه بره به مهران رجبی لوبیا بده گاز کشور جور بشه,ANGRY,0
1684,واقعا عالیه حرف نداره پنجستارهکمهبراش,HAPPY,2
7416,ساعت صبح خوندمش ، اتاق تاریک بود ، یهو از ترس پا شدم چراغ را روشن کردم,FEAR,1
4087,کانال مستقل کارگران هفتتپه ، خبر لز وخامت حال اسماعیل بخشی ، کارگر زندانی و امتناع مسئولان از آزادی او با وجود صدور قرار کفالتداد اسماعیل _ بخشی کارگر مجتمع نیشکر هفتتپه ، پس از اعتراضات کارگران این مجتمع جهت احقاق حقوق خود بازداشت و تحت شکنجه مجبور به اعتراف علیه خود شد,SAD,4
6175,من فبلا از این برند عطر خریده بودم ، ماندگاری و پخش بوش عالی بود ، مدل گشت شادی داشتیم ، هرکی شاد نبود ، به من آموختی مادر ، عزیزتر از جانم میان تمام نداشتنها تنها تو را دوست دام,HAPPY,2
138,مستندات خلاف اینونشونمیده ، اونایی که واکسن زدن بیشتر فوت شدن تا واکسن نزده هاااا,FEAR,1
2978,اگر خوشحالمیشی گاز ما هم در پایتخت قطعه,SAD,4
1444,ماساژور با این قیمت عالیه ممنوع از دیجی کالا,HAPPY,2
8277,بخدافالوور جمع کردن از ما تازهواردا و زمین خوردهها خوردن نداره انفالو کردن بعد بک گرفتن از گوشت سگ هم نجس تره,ANGRY,0
5231,با وجوداینکه بعد از حادثه اعلام شد دختران حادثهدیدهشینآبادی تا آخر تحت درمان قرار خواهند گرفت اما بسیاری از دختران بارها اعلام کردند که وعدههایمسئولان عملی نشده است اینروزهای دختران _ شین _ آباد خوب نیست و مدام از ناامیدی سخن میگویند همشهری _ درنگ,SAD,4
4816,چندی پیش در بندرعباس هم یک کودک ساله افغانکه زبالهگرد بود ، سطل بزرگ فلزی به علت خراب بودن چرخاش رویش افتاد و جان باخت خانوادهیمظلومش از ترساینکه اقامت نصفهونیمهشان به خطر بیفتد حتی جرات پیگیری هم نکردند دریغا,SAD,4
8200,ممنون زیبا جان,HAPPY,2
2673,واقعا عالیه پوست رو نرم و لطیف میکنه,HAPPY,2
6361,اینقدخندیدم دلدردگرفتم تا باشه از این دلدردهای ناشی از خنده,HAPPY,2
6068,اون کرمانشاهی که برای زلزله باید منتظر لطف هموطنان باشه اما برای سرکوب به طرفهالعینی نیرو به سمتشگسیل میشه نباید از خشم غرش کنه ؟ حالا توی خود گوز پندار نگران شلوار پایینکشیدهی بسیجی میشی این وسط ؟ چرا جفا و تبعیضی که در حق مردم میشهاینقدربراتونبیاهمینهچطوریمیتونید ؟,ANGRY,0
6621,از ترس مشباقر نیومدم,FEAR,1
2944,بااینقیمت عالیه و کاملا ارزش خرید داره,HAPPY,2
6478,آهای شماییکه میگیآتنا برا بدحجابیش بهش تجاوز شد ، میرزاخوانیبرابیحجابیش سرطان گرفت ، ما بگیم آخوند امروز واسهمفخوریش چاقوخورد خوبه ؟,ANGRY,0
588,روزی که رفت خودش هممیدونستبرنمیگردهکه کلی پول دزدید و برد خاندان _ فراری,ANGRY,0
7693,ممداخورده شیشه دارن,ANGRY,0
2662,دولت محرومان در تامین واکسن خارجی انقلابی ولی در تامین گاز داخلی عمل میکنه,ANGRY,0
1998,اصلا ارزش خرید ندارد بسیار بیکیفیت است,ANGRY,0
8089,از سوسکمیترسی ؟,FEAR,1
